epoch,lr,d_loss,g_loss,s_loss,d_loss_real,d_loss_fake,d_loss_cls,d_loss_gp,g_loss_fake,g_loss_cls,g_loss_rec,g_loss_seg_
72.0,5e-05,-448523.33698155545,208532972.97832942,50339.94010903069,-1845870.8208574802,1066425.199952297,176193.08336989835,15472.920210944547,-1065531.121336829,130977.46808499495,20906428.00841379,40324.6571688056
73.0,5e-05,-520989.7936301767,208157310.5924759,50365.66169576527,-1175839.701428417,377990.30536482483,128117.71180903728,14874.189237932258,-377329.84365691245,119003.94795133322,20801240.117438793,40323.5377048254
74.0,5e-05,-521309.9824127252,207945847.75969887,50380.37630701522,-1225243.4964719564,428086.95406029,127804.70938761088,14804.185332179937,-427528.2348596938,118940.7041842585,20785120.645269394,40322.8804846406
75.0,5e-05,-485513.35477370175,208669508.83485985,50358.9402642069,-1023823.0456579719,225383.31120107695,163959.44106215672,14896.694047933941,-224652.73784120567,126964.29829615899,20836397.31505108,40322.41291642189
76.0,1e-05,-541274.1313532591,202410155.07054138,50359.159725856385,-785899.9066372365,-17008.18015249446,117172.78722259279,14446.116901326199,17006.649498172104,116849.60238583316,20187316.787080765,40313.09869134426
77.0,1e-05,-535530.2089312114,200062250.63531113,50419.15646853723,-748049.2941566277,-50538.466327948496,119650.91442515928,14340.663847789998,50503.95073541999,117445.61348249039,19949118.065924644,40312.044070243835
78.0,1e-05,-539050.961210221,200296250.8204422,50378.62721117283,-763882.6783183888,-38673.742773467675,119495.18495170091,14401.027741301647,38634.166326968,117307.10030984292,19973719.628912926,40311.32387506962
79.0,1e-05,-541452.8932343423,201017900.16542435,50390.57067312149,-776306.8619681727,-28537.229442059994,118790.08815305536,14460.111348787537,28479.123921103776,117047.38715120853,20046926.983632565,40310.377687335014
80.0,1e-05,-538670.3188159168,199891008.97319412,50376.540865569026,-777508.8109880947,-25248.112079814076,120112.53204267677,14397.407512964422,25209.87241986394,117103.49753217894,19934559.790364265,40309.76894116402
81.0,1e-05,-538411.4557048678,199328238.16786194,50404.11698419228,-786919.6314817555,-13087.091890541837,117871.21752955751,14372.405126626223,12988.080717952922,117361.8669709354,19879480.066992283,40308.75438404083
82.0,1e-05,-540372.27388376,199951882.88097763,50388.15622581402,-836097.9636745825,32134.800293104723,119013.11462210126,14457.77778874803,-32201.07714508474,117534.24472365064,19946346.71578026,40308.259417295456
83.0,1e-05,-540327.5154100657,199720425.9944687,50390.89969916508,-818271.3338788599,15242.54495473206,118458.90278633879,14424.23729785503,-15240.996217209846,117436.09141231315,19921515.572529793,40307.5119048357
84.0,1e-05,-546146.9596328735,201155270.45508194,50354.46533823863,-810718.6856676377,1248.7676123417914,117777.62113952624,14554.533938786288,-1206.7577343173325,116854.30787883374,20063654.831005096,40307.450268387794
85.0,1e-05,-539845.579654783,199334798.98586273,50410.83521283127,-802350.0251088385,709.3890278507024,117783.22218537943,14401.183694978354,-737.1849798336625,117349.2381584279,19881512.75672102,40305.9365901351
86.0,1e-05,-548611.8974198997,201443718.72602463,50320.08281077095,-788813.4671686292,-23445.93739180267,117879.73195110122,14576.777857476129,23423.786924418062,117214.9210890928,20090001.69628954,40306.30771905184
87.0,1e-05,-536819.4757242501,199355242.60173035,50403.74839668418,-759181.4256585576,-43325.53810063377,121718.052567674,14396.943867146667,43304.345759004354,117544.4940922203,19879134.285678387,40305.084497094154
88.0,1e-05,-533415.6918383837,197510571.2880211,50442.85610598943,-760829.0618373156,-34526.16173766926,119343.95790342697,14259.557702360808,34500.446337491274,117828.08205479359,19695519.229940414,40305.053705215454
89.0,1e-05,-542147.7997701466,199419175.8093338,50379.87028977636,-786685.3379034996,-17662.24157621339,117783.5029717485,14441.62791259515,17593.126343827695,117159.78795729541,19888137.719033718,40304.562678813934
90.0,1e-05,-543252.3376583457,199707331.93583298,50387.82550644432,-745322.8966923803,-60272.83186208829,117704.09178331234,14463.930268755385,60241.81499382481,117245.55915068499,19912680.381546497,40304.07508969307
91.0,1e-05,-541941.5735485554,199057466.81285477,50390.592770224146,-724272.4450198337,-79779.73119091243,117806.59379981327,14430.401263405263,79775.43364080787,117305.53607111235,19845734.872531176,40303.713233709335
92.0,1e-05,-540089.0598858595,198574541.72024536,50379.19244694256,-749692.7373519316,-52711.63301899284,118370.5160323082,14394.479689915941,52719.50270411372,117465.0779190073,19800132.317076206,40303.399484336376
93.0,1e-05,-540918.4771814942,199381274.11058807,50362.408331498795,-737965.8003643807,-67612.65739553608,120191.42514822616,14446.855850290487,67656.08015993424,118108.80956498208,19879247.722220898,40303.199416399
94.0,1e-05,-545396.0499213934,199578708.76617813,50337.381066038855,-747141.9550097678,-60736.61532607954,117555.01007339108,14492.75137367187,60824.516489863396,116875.8727913488,19899797.548923254,40303.29684996605
95.0,1e-05,-535990.4719890356,198371729.7700615,50400.4879773939,-765972.6231942475,-35598.34482399188,121578.83564075816,14400.166411760425,35694.50449648406,117390.70674929589,19781561.514765263,40302.93278968334
96.0,1e-05,-544301.5053912401,199258061.59191132,50377.1491126201,-792590.9585442543,-13858.58866594918,117422.37485832523,14472.567052288634,13952.800661023706,117110.60865379818,19872397.282202244,40302.53627747297
97.0,1e-05,-541200.7485996485,198287360.30921173,50385.413477347,-796878.31188697,-7374.883701235987,118738.97603987851,14431.347365368269,7422.659327301197,117343.9507563638,19775956.880438328,40302.49275827408
98.0,1e-05,-538566.6557440758,197953557.64270782,50418.79149072833,-778487.1454169899,-22181.540492087603,118499.73545927204,14360.229745435186,22232.8809246812,117551.1698586968,19741075.825143337,40301.537413954735
99.0,1e-05,-543660.2860126197,199323802.5018158,50363.93857265974,-738161.9213381298,-68618.42374908924,118181.9024377923,14493.816019782456,68680.89992754906,117075.14114747517,19873502.596636534,40302.05275285244
100.0,1e-05,-541190.2519036531,199504226.90555573,50386.01779747242,-705093.1339407284,-101041.0876756534,120063.24137086287,14488.073188921968,101054.7127438765,117519.72135227629,19888264.11108637,40301.14023089409
101.0,2e-05,-524102.97731781006,202743529.60551453,50321.86611488013,-731896.004328303,-79087.60621906817,139740.71415811282,14713.992285268698,79150.49563053995,118108.22270778277,20214320.04894924,40307.03750437498
102.0,2e-05,-533057.9503512308,201075073.82187653,50381.533123903675,-878098.1458427254,74557.09807433188,123986.03621428413,14649.706396808338,-74493.73316656426,117636.98231842625,20062886.018331528,40307.03328585625
103.0,2e-05,-532326.8578770682,201306057.38990974,50375.75855425093,-1031714.7438431755,228263.61173273623,125191.50378373906,14593.277322380904,-228052.15820052475,119440.96233184787,20101160.969795227,40305.893245995045
104.0,2e-05,-531886.6096705496,200467703.4326172,50403.001327464706,-895918.9957171902,93774.15645499527,124739.98603880146,14551.824753305358,-93611.56525817886,117754.40982949735,20004050.625591278,40305.430508732796
105.0,2e-05,-529536.5549156964,200286496.503994,50396.99059253803,-1017701.2285384908,217336.03367618844,125327.52411393772,14550.111898215087,-217114.79987833276,118221.76703747359,19998234.196747303,40304.755573272705
106.0,2e-05,-511832.6501682848,201740130.79576874,50349.16655262327,-829805.6765840352,24655.821878157556,146291.18153667837,14702.60264700796,-24566.391771055758,122719.12082206283,20123893.486798763,40304.31920492649
107.0,2e-05,-525873.8629662693,201092165.4628868,50371.80135824508,-868173.6854705475,64183.910608071834,132876.39568076658,14523.95200186965,-64130.65237316303,127113.7132341915,20062614.377896547,40303.8676443696
108.0,2e-05,-509083.0822791606,200592676.61940002,50365.709898816305,-932398.1442476995,131672.5673153326,146315.3590527723,14532.713881964899,-131629.09216880053,117446.19849680348,20020382.589197636,40303.3547745347
109.0,2e-05,-527489.846869953,201212255.55635834,50372.04469376523,-790701.2191404533,-12537.278910620138,130591.36238738312,14515.72923636005,12677.378806745633,117828.33129842232,20067872.153868675,40302.83150815964
110.0,2e-05,-512639.5755241066,201643635.96070862,50336.81600999425,-774766.6981594358,-32389.11230907403,148659.76152210715,14585.647729040982,32451.447338433936,119247.95401802585,20108891.27451086,40302.37763172388
111.0,2e-05,-535711.8033867329,200646261.67691422,50352.02190482244,-875459.5406282023,71999.39073397219,122084.11819225928,14566.423070140947,-71933.54820400849,117576.83773353533,20019759.629740715,40302.203941464424
112.0,2e-05,-529261.4166198671,201685957.77657318,50327.955487965606,-914948.2147669494,107674.31701178849,132049.94878375283,14596.25343321876,-107622.7038477175,119691.94689748662,20127086.797050476,40302.062960505486
113.0,2e-05,-462308.0364726186,200724267.52382278,50389.6735705859,-798256.1866323873,-2717.563939087093,192179.45666110353,14648.626501632976,2679.9035406671464,118346.24122768422,20020023.033411026,40301.10731810331
114.0,2e-05,-533173.191842705,201411746.67995453,50367.15219094459,-750600.0054198131,-54031.328880272806,125678.23654949735,14577.991026068563,54241.917629117146,117554.36008090552,20083694.148885727,40300.90510708094
115.0,2e-05,-522673.6703941226,199556153.16671753,50381.11213451621,-790957.1530451328,-8643.08429787308,132766.5043513801,14416.006692672421,8810.308257695287,117678.26924921782,19902666.027883768,40300.44415080547
116.0,2e-05,-530072.1170711517,199859093.57658768,50385.548389584175,-878997.5198039338,77931.80719017237,126229.8489838057,14476.375082821094,-77795.88400064409,117914.41117111541,19941597.436689377,40300.07452392578
117.0,2e-05,-531721.7687184215,200676196.98015213,50389.04697600665,-839426.8328482052,37831.23617050238,125056.52438738871,14481.730862626122,-37567.35627279244,117775.24961482205,20019299.454125404,40299.45109385252
118.0,2e-05,-531804.3705350161,200573000.977623,50389.72737827542,-876518.1391036958,74319.04335469007,125417.53223960138,14497.719688946983,-73988.82977187261,117483.41338023303,20012651.396975517,40299.23904693127
119.0,2e-05,-534109.1464008763,201109507.81854248,50365.00467952294,-879909.3764243368,74715.95641830936,125366.78610807608,14571.749183072283,-74353.91326932609,117317.57112929483,20066355.036987305,40299.37794691324
120.0,2e-05,-495112.6984568238,200236244.78716278,50384.97201649682,-885932.2751003243,87281.9499637559,158468.0894365872,14506.954077160939,-86850.28624326363,139289.04539821993,19978082.06291437,40298.54490989447
121.0,2e-05,-485002.8116038218,200541696.31465912,50382.84595565195,-876915.5167963393,76470.27420365997,170421.78002657887,14502.065872888797,-76207.65185756981,123140.35230268448,20009178.228300095,40298.13184565306
122.0,2e-05,-520186.6273614764,201658461.37513733,50349.137197667966,-976408.2979896963,169424.27542922646,139337.0640356543,14746.033521459645,-169170.37633187324,136143.35857999083,20128850.538241386,40298.292144954205
123.0,2e-05,-531007.2893822938,201023153.03370285,50363.27325363131,-912957.9200964831,107324.03013031557,128744.31467174011,14588.228909078902,-106990.62530772202,119134.87186576473,20060802.801062346,40298.07188487053
124.0,2e-05,-511462.88756553596,201294916.6481781,50335.372449381626,-999992.9675548133,197323.90573517606,144873.47767231485,14633.269770897274,-196977.65926257893,120695.46276832679,20096821.920687914,40297.960980951786
125.0,2e-05,-525458.4577855766,199387136.03923416,50409.90076224576,-880108.6991465725,81807.95806188136,129104.73195178897,14373.75561174845,-81504.19898186624,117840.07306939829,19894783.043798923,40296.968610703945
126.0,1e-05,-534101.1996062994,198246919.6456871,50404.8485021136,-881544.4448351823,79288.66868960485,124599.2519981559,14355.53287553027,-79174.63131228834,118216.26940900831,19780494.078512907,40293.726289749146
127.0,1e-05,-535428.5411097705,198238290.27945328,50355.03390109865,-869264.6251700222,64187.21959807351,125291.43030433543,14435.743559200095,-64073.130644936115,118730.7951401275,19778069.586779833,40293.677323281765
128.0,1e-05,-530468.6641273499,197446098.363266,50393.42220060335,-893308.445598485,91386.49825770594,127865.28419546147,14358.800300954807,-91276.87880514376,118116.30597955908,19701632.833393574,40293.06028401852
129.0,1e-05,-491861.4793227613,197422120.96125412,50384.738763376256,-879841.4729177244,77992.4428063631,166599.08182716256,14338.84746831763,-77808.53424459137,141067.8321007434,19695593.41986513,40292.76000851393
130.0,1e-05,-533828.3160039783,196222196.59920502,50438.135844313445,-906063.5367536191,109522.42258501798,120295.78586730387,14241.701684071439,-109347.0462068282,117833.70214504428,19581078.9769876,40292.02719914913
