epoch,lr,batch_score
0.0,0.0001,0.7454491252691744
1.0,0.0001,0.7469216618968454
2.0,0.0001,0.7474271022612979
3.0,0.0001,0.749479530130377
4.0,0.0001,0.7628214071160738
5.0,0.0001,0.7714157148831945
6.0,0.0001,0.7799612304199598
7.0,0.0001,0.7866680487297784
8.0,0.0001,0.7911099739653991
9.0,0.0001,0.7965816732171973
10.0,0.0001,0.7962603426313097
11.0,0.0001,0.799126938805186
12.0,0.0001,0.8001184154099865
13.0,0.0001,0.8020892839861656
14.0,0.0001,0.803382385159059
15.0,0.0001,0.8054282710608569
16.0,0.0001,0.805810432629391
17.0,0.0001,0.806519706595816
18.0,0.0001,0.8071202835256185
19.0,0.0001,0.8089779738251727
20.0,0.0001,0.8097923474091132
21.0,0.0001,0.810731458623027
22.0,0.0001,0.8103543047070404
23.0,0.0001,0.8114267269205165
24.0,0.0001,0.8108415332518039
25.0,0.0001,0.8036233684444584
26.0,0.0001,0.8039527534448546
27.0,0.0001,0.8046246041277504
28.0,0.0001,0.806022968814398
29.0,0.0001,0.8080514162315855
30.0,0.0001,0.8069308720543684
31.0,0.0001,0.8090563251204257
32.0,0.0001,0.8109406097782709
33.0,0.0001,0.8099350309579912
34.0,0.0001,0.8129710660707903
35.0,0.0001,0.8119880540092572
36.0,0.0001,0.8127089351772769
37.0,0.0001,0.8124812035037202
38.0,0.0001,0.811370523963505
39.0,0.0001,0.8126261249384801
40.0,0.0001,0.8139453338904346
41.0,0.0001,0.8140996620390295
42.0,0.0001,0.8134504944369525
43.0,0.0001,0.815541519645617
44.0,0.0001,0.813486585736602
45.0,0.0001,0.8162812902711603
46.0,0.0001,0.8154195718358193
47.0,0.0001,0.8144085903068871
48.0,0.0001,0.8169212017975448
49.0,0.0001,0.8169415460219158
50.0,0.0001,0.8200010311256015
51.0,0.0001,0.8222108408577096
52.0,0.0001,0.8214656351593597
53.0,0.0001,0.8208687758099609
54.0,0.0001,0.8222761434077519
55.0,0.0001,0.8231710315910565
56.0,0.0001,0.8228943351398176
57.0,0.0001,0.8232632563298156
58.0,0.0001,0.8229078140927595
59.0,0.0001,0.822322226675461
60.0,0.0001,0.8230322537949858
61.0,0.0001,0.8224671774576768
62.0,0.0001,0.8230442293060327
63.0,0.0001,0.8231319249230089
64.0,0.0001,0.8216833671144043
65.0,0.0001,0.8243316917122024
66.0,0.0001,0.8239597509409213
67.0,0.0001,0.8234921888239886
68.0,0.0001,0.8246869763698541
69.0,0.0001,0.8237614905132722
70.0,0.0001,0.8235672243786368
71.0,0.0001,0.8255914562866777
72.0,0.0001,0.8250238368478287
73.0,0.0001,0.8249053903430227
74.0,0.0001,0.8254654011498627
75.0,0.0001,0.8265173333127783
76.0,0.0001,0.8259720402184256
77.0,0.0001,0.8260780420076412
78.0,0.0001,0.826499098581046
79.0,0.0001,0.8282223313511429
80.0,0.0001,0.8311534561293237
81.0,0.0001,0.8275924109767997
82.0,0.0001,0.8297845411403297
83.0,0.0001,0.8303469562990391
84.0,0.0001,0.8310570442252402
85.0,0.0001,0.830602124635139
86.0,0.0001,0.8314151231618284
87.0,0.0001,0.8311397454214491
88.0,0.0001,0.833344332053241
89.0,0.0001,0.8323506718567479
90.0,0.0001,0.8333930308331827
91.0,0.0001,0.8351572720102379
92.0,0.0001,0.8348919341473489
93.0,0.0001,0.8349056242209377
94.0,0.0001,0.8358860786288191
95.0,0.0001,0.8358085883105304
96.0,0.0001,0.8345751354177939
97.0,0.0001,0.8353683230314587
98.0,0.0001,0.8371568378672304
99.0,0.0001,0.8370591994426211
100.0,0.0001,0.8382370949541657
101.0,0.0001,0.84000687820713
102.0,0.0001,0.8387263377838051
103.0,0.0001,0.8397430630129703
104.0,0.0001,0.8403298399403586
105.0,0.0001,0.8414043254995669
106.0,0.0001,0.8405669190118228
107.0,0.0001,0.8429025931136953
108.0,0.0001,0.8437236736956398
109.0,0.0001,0.8431813120905736
110.0,0.0001,0.8438802202676229
111.0,0.0001,0.8453868953484678
112.0,0.0001,0.8445607073818535
113.0,0.0001,0.8421308372698206
114.0,0.0001,0.8444491515952381
115.0,0.0001,0.8452363995365461
116.0,0.0001,0.8465203528117093
117.0,0.0001,0.8461530846021019
118.0,0.0001,0.8451656504574794
119.0,0.0001,0.8471336857987856
120.0,0.0001,0.8473578232204972
121.0,0.0001,0.8478386126794419
122.0,0.0001,0.8464155963025379
123.0,0.0001,0.8482631361919589
124.0,0.0001,0.8479509573308888
125.0,0.0001,0.8493626888009504
126.0,0.0001,0.8488168529682274
127.0,0.0001,0.847602842593504
128.0,0.0001,0.8504849093747532
129.0,0.0001,0.8494476958953115
130.0,0.0001,0.8503312145750749
131.0,0.0001,0.8500160252262626
132.0,0.0001,0.8510048421990829
133.0,0.0001,0.850245348418026
134.0,0.0001,0.8518763303493593
135.0,0.0001,0.8520538230163506
136.0,0.0001,0.851614457158569
137.0,0.0001,0.8525537958645294
138.0,0.0001,0.8534280631166031
139.0,0.0001,0.8528638124285564
140.0,0.0001,0.8532542762429302
141.0,0.0001,0.85306637204682
142.0,0.0001,0.8529467608554624
143.0,0.0001,0.8527937826841584
144.0,0.0001,0.8543111265272494
145.0,0.0001,0.8526154249931549
146.0,0.0001,0.8529643931718056
147.0,0.0001,0.8535819212690244
148.0,0.0001,0.854745962492762
149.0,0.0001,0.8535346884813791
150.0,0.0001,0.8505970246912831
151.0,0.0001,0.84925329803281
152.0,0.0001,0.8497780998819371
153.0,0.0001,0.8513422731856649
154.0,0.0001,0.8525021166164625
155.0,0.0001,0.8510985607518008
156.0,0.0001,0.8515448054028832
157.0,0.0001,0.8504737104473042
158.0,0.0001,0.8526476572405723
159.0,0.0001,0.8518338924475557
160.0,0.0001,0.8527854855235543
161.0,0.0001,0.8540570418839329
162.0,0.0001,0.8549948914316132
163.0,0.0001,0.8544789722571743
164.0,0.0001,0.8532236351467967
165.0,0.0001,0.8552690684945632
166.0,0.0001,0.8564526747267828
167.0,0.0001,0.8563223336704303
168.0,0.0001,0.8563233776167705
169.0,0.0001,0.85686141250359
170.0,0.0001,0.858387164300557
171.0,0.0001,0.8562766273477069
172.0,0.0001,0.8580174275642722
173.0,0.0001,0.8575091647794402
174.0,0.0001,0.8584480404644612
175.0,0.0001,0.8604806263875243
176.0,0.0001,0.860929529655648
177.0,0.0001,0.8598742495928953
178.0,0.0001,0.8605495784984715
179.0,0.0001,0.8613556346389455
180.0,0.0001,0.861370977505191
181.0,0.0001,0.8623131875701396
