epoch,lr,batch_score
142.0,0.0001,0.548651060801076
143.0,0.0001,0.5488842981118739
144.0,0.0001,0.5490057542028121
145.0,0.0001,0.5486539948092084
146.0,0.0001,0.548467159537759
147.0,0.0001,0.5487584393341732
148.0,0.0001,0.5492606373756048
149.0,0.0001,0.5488814038198317
150.0,0.0001,0.5494466059230169
151.0,0.0001,0.5486345147345157
152.0,0.0001,0.5492533784134749
153.0,0.0001,0.5490738034734027
154.0,0.0001,0.5490483746521663
155.0,0.0001,0.548933602691349
156.0,0.0001,0.5486346930612488
157.0,0.0001,0.548952260664656
158.0,0.0001,0.5490552756913072
159.0,0.0001,0.5486452131032584
160.0,0.0001,0.5487504138179227
161.0,0.0001,0.5490698030122428
162.0,0.0001,0.5492801430811494
163.0,0.0001,0.5485065339062508
164.0,0.0001,0.5486246585475574
165.0,0.0001,0.5489196304760842
166.0,0.0001,0.5492925997342354
167.0,0.0001,0.5484900340115667
168.0,0.0001,0.5486136172886806
169.0,0.0001,0.5487740108737482
170.0,0.0001,0.5488676910820518
171.0,0.0001,0.5484165499127783
172.0,0.0001,0.5492354874408897
173.0,0.0001,0.5490357277380989
174.0,0.0001,0.5487494694843417
175.0,0.0001,0.5487597082277677
176.0,0.0001,0.548995947502388
177.0,0.0001,0.5487906414126651
178.0,0.0001,0.5485010061064857
179.0,0.0001,0.5490282222801256
180.0,0.0001,0.5490684906189331
181.0,0.0001,0.5495034974595941
182.0,0.0001,0.5489484815818961
183.0,0.0001,0.5483583565599434
184.0,0.0001,0.5491144074460812
185.0,0.0001,0.5491321726159506
186.0,0.0001,0.5489428943476752
187.0,0.0001,0.5483578937138777
188.0,0.0001,0.5484839871732633
189.0,0.0001,0.5486055144605065
190.0,0.0001,0.5489916375037289
191.0,0.0001,0.5490035374346125
192.0,0.0001,0.5489936908232017
193.0,0.0001,0.5485292293851997
194.0,0.0001,0.5486703262901906
195.0,0.0001,0.5489029818389118
196.0,0.0001,0.5484007843667764
197.0,0.0001,0.5492142779223245
198.0,0.0001,0.5492977428080714
199.0,0.0001,0.5485448919183562
