epoch,lr,batch_score
0.0,0.0001,0.41510256509633825
1.0,0.0001,0.4149490559782419
2.0,0.0001,0.4140295175050605
3.0,0.0001,0.4146830702672733
4.0,0.0001,0.4144685319819559
5.0,0.0001,0.4152603079024314
6.0,0.0001,0.4155174351115514
7.0,0.0001,0.4147099207385374
8.0,0.0001,0.41565378647470796
9.0,0.0001,0.41442666052840854
10.0,0.0001,0.41584915075689166
11.0,0.0001,0.4136313468726045
12.0,0.0001,0.4155210464319736
13.0,0.0001,0.41509096496959075
14.0,0.0001,0.4155350595689658
15.0,0.0001,0.41544907593501645
16.0,0.0001,0.41475586923482033
17.0,0.0001,0.41524042819639395
18.0,0.0001,0.4151594699190597
19.0,0.0001,0.4150864880709276
20.0,0.0001,0.4150887620784002
21.0,0.0001,0.4151924127730814
22.0,0.0001,0.41554611124960605
23.0,0.0001,0.4140923343764081
24.0,0.0001,0.41522023037327077
25.0,0.0001,0.41468486230044643
26.0,0.0001,0.41464121444695623
27.0,0.0001,0.4153220280120913
28.0,0.0001,0.4149296655019947
29.0,0.0001,0.415013653912337
30.0,0.0001,0.4151123734213202
31.0,0.0001,0.4149128130337837
32.0,0.0001,0.4145858734051374
33.0,0.0001,0.41519788404745667
34.0,0.0001,0.415163669340027
35.0,0.0001,0.41476241702207045
36.0,0.0001,0.41491210619183916
37.0,0.0001,0.4157039233197504
38.0,0.0001,0.41555665385009133
39.0,0.0001,0.4142115543933183
40.0,0.0001,0.4148983069529481
41.0,0.0001,0.4148601989210988
42.0,0.0001,0.41574819850155
43.0,0.0001,0.4155494135970702
44.0,0.0001,0.41418247340329273
45.0,0.0001,0.4153065055119012
46.0,0.0001,0.4150773126992626
47.0,0.0001,0.41367613019789695
48.0,0.0001,0.4150860721230497
49.0,0.0001,0.41547281180940515
50.0,0.0001,0.41572528365331335
51.0,0.0001,0.4149406432790864
52.0,0.0001,0.41514115963465703
53.0,0.0001,0.4142551147138217
54.0,0.0001,0.4154958674571245
55.0,0.0001,0.4147184659551932
56.0,0.0001,0.415225377749475
57.0,0.0001,0.415035060084143
58.0,0.0001,0.4147844513979391
59.0,0.0001,0.41547101852711094
60.0,0.0001,0.4141832910082567
61.0,0.0001,0.41400550822827753
62.0,0.0001,0.4153331652285099
63.0,0.0001,0.4151802940431678
64.0,0.0001,0.4149687905055789
65.0,0.0001,0.41517460662599825
66.0,0.0001,0.4156376726101652
67.0,0.0001,0.41512337760647827
68.0,0.0001,0.4148073203146446
69.0,0.0001,0.4152820602148244
70.0,0.0001,0.41518016528737367
71.0,0.0001,0.4145342081226689
72.0,0.0001,0.4153329365584223
73.0,0.0001,0.41551648466112906
74.0,0.0001,0.4147823697429317
75.0,0.0001,0.41490630739123874
76.0,0.0001,0.41461784582412237
77.0,0.0001,0.41524769764241637
78.0,0.0001,0.4148284358619904
79.0,0.0001,0.4143318999613747
80.0,0.0001,0.41517547057104237
81.0,0.0001,0.41544543674394746
82.0,0.0001,0.41548688662561833
