epoch,lr,batch_score
83.0,0.0001,0.41565046509307596
84.0,0.0001,0.41578796471159096
85.0,0.0001,0.41490138937436805
86.0,0.0001,0.41516504215928113
87.0,0.0001,0.4144752718279736
88.0,0.0001,0.41508858157393624
89.0,0.0001,0.415017190501463
90.0,0.0001,0.4151391190761821
91.0,0.0001,0.4153586402496544
92.0,0.0001,0.4152603211515362
93.0,0.0001,0.41445931251691226
94.0,0.0001,0.41511078425911696
95.0,0.0001,0.4152606442538199
96.0,0.0001,0.4149658858946347
97.0,0.0001,0.41506155218671076
98.0,0.0001,0.4147800052708063
99.0,0.0001,0.4139777560285825
100.0,0.0001,0.4157147698585792
101.0,0.0001,0.41519644200482897
102.0,0.0001,0.41531813578944426
103.0,0.0001,0.41610864718202256
104.0,0.0001,0.4153948268098153
105.0,0.0001,0.4149722347826023
106.0,0.0001,0.41498123683880117
107.0,0.0001,0.41483279153371894
108.0,0.0001,0.4148434678561312
109.0,0.0001,0.414716478176259
110.0,0.0001,0.41542881974177187
111.0,0.0001,0.41479419548725344
112.0,0.0001,0.415455093335525
113.0,0.0001,0.4155343413580592
114.0,0.0001,0.4143667412231424
115.0,0.0001,0.4152563392982443
116.0,0.0001,0.4155382042286882
117.0,0.0001,0.41538430914285385
118.0,0.0001,0.41442059849165397
119.0,0.0001,0.415019577831625
120.0,0.0001,0.4153906918196838
121.0,0.0001,0.41494993222296317
122.0,0.0001,0.4141904485419711
123.0,0.0001,0.41538371945310076
124.0,0.0001,0.4157773815103458
125.0,0.0001,0.4148866793102874
126.0,0.0001,0.4143628251212477
127.0,0.0001,0.4159130585110468
128.0,0.0001,0.41565020125875957
129.0,0.0001,0.41606353994454914
130.0,0.0001,0.4150928853084105
131.0,0.0001,0.4146170571646358
132.0,0.0001,0.41513313922945544
133.0,0.0001,0.41450642582774744
134.0,0.0001,0.41459585709489477
135.0,0.0001,0.41487785076107814
136.0,0.0001,0.41495387800686195
137.0,0.0001,0.41426094259045576
138.0,0.0001,0.41539926430999
139.0,0.0001,0.41568127642085917
140.0,0.0001,0.4152078960123931
141.0,0.0001,0.41430289591580144
142.0,0.0001,0.4147402654521767
143.0,0.0001,0.41427205697577985
144.0,0.0001,0.4154578160414014
145.0,0.0001,0.41545532520626793
146.0,0.0001,0.41564332830341805
147.0,0.0001,0.41698628849078156
148.0,0.0001,0.41522413506805345
149.0,0.0001,0.4146225854969573
150.0,0.0001,0.41499280852353465
151.0,0.0001,0.4150744898362421
152.0,0.0001,0.41447943535489634
153.0,0.0001,0.41499815331010637
154.0,0.0001,0.4155395021067726
155.0,0.0001,0.41518988688980496
156.0,0.0001,0.4154585480114305
157.0,0.0001,0.4147001753206769
158.0,0.0001,0.4152464764407649
159.0,0.0001,0.4152401547191988
160.0,0.0001,0.41588509830954995
161.0,0.0001,0.4151221126925947
162.0,0.0001,0.41462435424706606
163.0,0.0001,0.41467880045117905
164.0,0.0001,0.4152658214496678
165.0,0.0001,0.41498327161615156
166.0,0.0001,0.4149828060497002
167.0,0.0001,0.41503005619459105
168.0,0.0001,0.41442621375252003
169.0,0.0001,0.41536124712371475
170.0,0.0001,0.4152848548380137
171.0,0.0001,0.4150199037255839
172.0,0.0001,0.4148234990483064
173.0,0.0001,0.4150498007464334
174.0,0.0001,0.4152056761052971
175.0,0.0001,0.4152217238981948
176.0,0.0001,0.4147449832784575
177.0,0.0001,0.4148573191202349
178.0,0.0001,0.4150593367768581
179.0,0.0001,0.4145370780409679
180.0,0.0001,0.41529609712117005
181.0,0.0001,0.41593680179069475
182.0,0.0001,0.41438770747039066
183.0,0.0001,0.4145687127794206
184.0,0.0001,0.41581045696661273
185.0,0.0001,0.4149531501274278
186.0,0.0001,0.415396191698803
187.0,0.0001,0.4155707369326802
188.0,0.0001,0.41528445442514034
189.0,0.0001,0.4150204692112762
190.0,0.0001,0.41629448215053944
191.0,0.0001,0.41514462316775264
192.0,0.0001,0.41544945063080335
193.0,0.0001,0.4155704559631492
194.0,0.0001,0.41572735951841805
195.0,0.0001,0.41504520950607415
196.0,0.0001,0.41460727586331164
197.0,0.0001,0.4153920369364485
198.0,0.0001,0.4153788038341792
199.0,0.0001,0.41475065834151714
