epoch,lr,batch_score
0.0,0.0001,0.4148057140036236
1.0,0.0001,0.4146730185396703
2.0,0.0001,0.4147599922360927
3.0,0.0001,0.4158609124790149
4.0,0.0001,0.41512431861921734
5.0,0.0001,0.41467167013734363
6.0,0.0001,0.4152818221612266
7.0,0.0001,0.41506552325812235
8.0,0.0001,0.4143583859803372
9.0,0.0001,0.4148330538194217
10.0,0.0001,0.4143787255784556
11.0,0.0001,0.4157241763959041
12.0,0.0001,0.4146624658973829
13.0,0.0001,0.4154867131591348
14.0,0.0001,0.4149908663858972
15.0,0.0001,0.41451078433009464
16.0,0.0001,0.4145592017370602
17.0,0.0001,0.41478609902654967
18.0,0.0001,0.4154425276680168
19.0,0.0001,0.41526652534776853
20.0,0.0001,0.4153619109186702
21.0,0.0001,0.4153213855629942
22.0,0.0001,0.4153704009080472
23.0,0.0001,0.41486720712983605
24.0,0.0001,0.4143175302529307
25.0,0.0001,0.41447619093133464
26.0,0.0001,0.4155080773507976
27.0,0.0001,0.415142309283443
28.0,0.0001,0.4151204644315027
29.0,0.0001,0.41537857671883827
30.0,0.0001,0.4151018844105423
31.0,0.0001,0.41573903584012456
32.0,0.0001,0.4160365545693374
33.0,0.0001,0.4156935765718293
34.0,0.0001,0.41502415885069915
35.0,0.0001,0.4150415305331119
36.0,0.0001,0.4152900958889313
37.0,0.0001,0.41510301638695796
38.0,0.0001,0.41496598505414933
39.0,0.0001,0.41482772167593535
40.0,0.0001,0.41446943858658214
41.0,0.0001,0.41454604253631144
42.0,0.0001,0.41501852522917215
43.0,0.0001,0.41391467545474836
44.0,0.0001,0.4150846377095058
45.0,0.0001,0.41511363728184353
46.0,0.0001,0.4147260112928778
47.0,0.0001,0.4147955868415667
48.0,0.0001,0.41624719554829503
49.0,0.0001,0.4151002417526643
50.0,0.0001,0.41503150679844325
51.0,0.0001,0.4148666545676173
52.0,0.0001,0.41518764798117525
53.0,0.0001,0.4148866690681736
54.0,0.0001,0.41479742443436796
55.0,0.0001,0.414929598532881
56.0,0.0001,0.41404899013630114
57.0,0.0001,0.4140077268429493
58.0,0.0001,0.4159778220855218
59.0,0.0001,0.4152097701305986
60.0,0.0001,0.41451862823060803
61.0,0.0001,0.414306090464419
62.0,0.0001,0.41583669051005634
63.0,0.0001,0.4152673625906126
64.0,0.0001,0.41537006062200915
65.0,0.0001,0.41424397735986646
66.0,0.0001,0.4153236082158856
67.0,0.0001,0.4151097164214314
68.0,0.0001,0.4147075757264648
69.0,0.0001,0.4144949013827916
70.0,0.0001,0.41548306218799275
71.0,0.0001,0.4153996865256636
72.0,0.0001,0.4155987491521546
73.0,0.0001,0.4149320453140888
74.0,0.0001,0.4156614290047025
75.0,0.0001,0.4149484033079577
76.0,0.0001,0.4151756246026957
77.0,0.0001,0.41480585902718686
78.0,0.0001,0.4147844679805186
79.0,0.0001,0.41530028229786714
80.0,0.0001,0.4156384254612143
81.0,0.0001,0.4154441997561966
82.0,0.0001,0.4152222301036195
83.0,0.0001,0.4148465605997219
84.0,0.0001,0.41417868651771983
85.0,0.0001,0.4152720073106577
86.0,0.0001,0.4146744399223497
87.0,0.0001,0.41426734657348047
88.0,0.0001,0.41534838802101093
89.0,0.0001,0.4152149864928808
90.0,0.0001,0.41462567361854336
91.0,0.0001,0.41555226714797827
92.0,0.0001,0.41529012261743653
93.0,0.0001,0.41493740371164584
94.0,0.0001,0.4159138610727573
95.0,0.0001,0.4155063702629558
96.0,0.0001,0.4151911258862366
97.0,0.0001,0.4141861753524055
98.0,0.0001,0.4141985881072367
99.0,0.0001,0.4150831352570142
100.0,0.0001,0.4153981959858684
101.0,0.0001,0.4147066201640063
