epoch,lr,d_loss,g_loss,s_loss,d_loss_real,d_loss_fake,d_loss_cls,d_loss_gp,g_loss_fake,g_loss_cls,g_loss_rec,g_loss_seg_
90.0,1e-05,-828325.5551251564,312408746.645874,8250.45122282149,-900092.490477236,-353816.3341493681,112892.19668959142,31269.10732651471,354053.5071846545,123554.71430772543,31184979.405776978,8134.445970535278
91.0,1e-05,-829854.1958959624,312431384.13623047,8236.789868105483,-860088.5117663592,-395877.248156026,112897.43006885846,31321.41349955403,396126.97812238336,123924.35172826052,31183004.942207336,8128.347509026527
92.0,1e-05,-827723.5831440315,311501160.6904297,8193.963778981237,-810486.9940192066,-440817.5571115166,112683.01460212962,31089.795293258157,441083.91321873665,124759.2305995822,31085407.596164703,8124.165075957775
93.0,1e-05,-831260.8132359209,312342342.4499817,8217.7064784217,-723257.0166975707,-535850.1313222498,112775.52282885535,31507.081234626094,536124.4847637862,124240.91581326723,31160079.74569702,8117.947449862957
94.0,1e-05,-816586.8228615429,310369891.1007385,8208.345426505553,-730034.9637281299,-504013.9807835221,113218.02867303966,30424.40935476056,504257.6231838986,125023.36077225208,30965948.609493256,8112.419092178345
95.0,1e-05,-824731.0857963478,311047356.2607422,8195.00496260867,-835431.7104653642,-409408.5919678807,112385.05816530506,30772.415868657885,409660.2293689251,125990.3415311575,31043060.37529373,8110.1974848508835
96.0,1e-05,-822728.4002146982,310374569.77182007,8201.100841497793,-893612.6565853786,-349808.3900109753,112681.09687832091,30801.15494630248,350040.15566372126,124557.93007951975,30981894.363700867,8102.806458830833
97.0,1e-05,-824849.4948139731,311889069.9102478,8198.885911067277,-770715.5366618931,-481658.4428856224,113532.20988071596,31399.22748810865,481931.987687394,125067.05522602797,31120106.61782837,8100.476318240166
98.0,1e-05,-824257.1855521873,311207961.33218384,8221.10398696167,-858595.523953978,-391246.673303321,113639.81308087228,31194.519823362338,391528.07039202005,125444.82977795601,31061001.870674133,8096.969059109688
99.0,1e-05,-824424.5710829515,311187917.1529541,8186.330680930736,-825150.1127404533,-422933.5144456178,113159.31324058039,31049.974321527134,423181.8495913893,124201.61787700653,31055961.348949432,8092.023816883564
100.0,1e-05,-825449.2109035905,312284745.5028076,8196.379837149023,-978332.1427783035,-276607.3154926896,113486.19183134448,31600.40558533245,276843.4658870734,125010.72196274996,31180198.876750946,8090.268700361252
101.0,2e-05,-809955.5627654884,310826379.37054443,8199.014243484924,-967131.8082075119,-273611.09921246395,116670.17910542838,31411.716556539155,274148.34584094584,125006.8362454176,31034618.547225952,8103.892711520195
102.0,2e-05,-823452.6751081143,312465852.63113403,8217.684517910458,-1041628.6433277912,-213718.98069984466,115580.97066298145,31631.397790153136,214255.48472892866,126637.62845930457,31204385.041122437,8110.9102929234505
103.0,2e-05,536362039.9768644,311803938.0803833,8224.779273096612,-1324074.4377197474,147252.59422586858,124752.62685270468,53741412.758659415,-149477.9008725807,125909.0593315959,31174650.49792099,8100.184199810028
104.0,2e-05,-789287.0743569201,311141938.0874634,8194.212030736006,-1312973.7652202696,74898.02123295143,120662.09712370814,32812.65726106141,-74199.85900801234,126634.35029935837,31100854.50736618,8095.869078397751
105.0,2e-05,-317405.8222756218,312680939.2950134,8220.772356287944,345471.59364810586,-1562418.87058229,123328.42399801084,77621.30136110554,1563307.7522908747,127749.32472399095,31090897.93144989,8090.29714512825
106.0,2e-05,-800728.6206609979,310842359.9510803,8156.051135292801,-1008754.2886017635,-226344.49776677415,118309.93171411983,31606.023398191846,227115.2777130194,125212.25651788712,31040927.460388184,8075.788590788841
107.0,2e-05,17745510.905320365,312485288.6029358,8189.376917471967,-536141.3546181209,-691480.6016026922,118451.63123691015,1885468.1008735152,692151.6325840168,126930.77735716105,31158556.91217804,8063.719244480133
